state,year,ekey,next_ekey,ac,AC_TYPE,party,cand,share,margin,won,party_wins_next,cand_wins_next,ran_again
Uttar Pradesh,1957,1957.06,1962.06,NANPARA,GEN,IND,MOHD SAADAT ALI KHAN,0.2846747348592367,-0.1136170102959771,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,CHARDA,GEN,INC,HAMIDULLAH KHAN,0.47197434467373117,0.11517010596765198,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,CHARDA,GEN,IND,MITHOO LAL,0.3568042387060792,-0.11517010596765198,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,BAHRAICH NORTH,GEN,PSP,ZARGHAM HAIDER,0.477742422781474,0.09234082216436862,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,BAHRAICH NORTH,GEN,INC,TRILOKI NATH KAUL,0.3854016006171054,-0.09234082216436862,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,BAHRAICH SOUTH,GEN,IND,BIRENDRA BIKRAM SINGH,0.46107697236217493,0.14651833299356382,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,BAHRAICH SOUTH,GEN,INC,BASANT LAL,0.3145586393686111,-0.14651833299356382,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,IKAUNA,SC,INC,RAJ KISHORE SC,0.2946405631776373,0.038579723549663436,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,IKAUNA,SC,INC,SHEO SARAN LAL,0.2560608396279739,-0.038579723549663436,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,GONDA NORTH,GEN,BJS,RAM ABHILAKH,0.3007070567031748,0.011590184389297098,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,GONDA NORTH,GEN,IND,NAURANG SINGH,0.2891168723138777,-0.011590184389297098,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,UTRAULA,GEN,INC,ALI JARRAR JAFERY,0.44900882762892985,0.017364875329100193,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,UTRAULA,GEN,BJS,SURAJ LAL,0.43164395229982966,-0.017364875329100193,0,0,1,1
Uttar Pradesh,1957,1957.06,1962.06,SADULLA NAGAR,GEN,IND,RAGHURAN TAJ BAHADUR SINGH,0.281826381059752,0.08013528748590756,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,SADULLA NAGAR,GEN,IND,ABDUL WAHID,0.20169109357384443,-0.08013528748590756,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,MANKAPUR,GEN,IND,RAGHAVENDRA PRATAP SINGH,0.672448377581121,0.34489675516224194,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,MANKAPUR,GEN,INC,BRIJ NANDAN,0.32755162241887903,-0.34489675516224194,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,MAHADEVA,GEN,IND,BALDEO SINGH,0.3666528165251974,0.00462990443402389,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,MAHADEVA,GEN,INC,DEVENDRA PRATAP SINGH,0.3620229120911735,-0.00462990443402389,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,TARABGANJ,GEN,INC,SHITLA PRASAD,0.441774953591318,0.2317221190918178,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,TARABGANJ,GEN,BJS,MAIN BAHADUR SINGH,0.2100528344995002,-0.2317221190918178,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PAHARAPUR,GEN,IND,LACHMI NARAIN,0.48077910789775197,0.1301015368811979,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PAHARAPUR,GEN,INC,SHANTI CHAND,0.35067757101655406,-0.1301015368811979,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,SARJU,GEN,INC,SARASWATI DEVI,0.49976278021587,0.18983513225002968,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,SARJU,GEN,IND,GIRJA PRASAD,0.3099276479658403,-0.18983513225002968,0,0,1,1
Uttar Pradesh,1957,1957.06,1962.06,BHITAULI,GEN,INC,VISHAL SINGH,0.547993639901251,0.12333152014728643,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,BHITAULI,GEN,IND,RAM ASREY,0.4246621197539646,-0.12333152014728643,0,0,1,1
Uttar Pradesh,1957,1957.06,1962.06,RUDAULI,GEN,BJS,MUKUT BEHARI LAL,0.457014090935022,0.028552684123452576,1,0,1,1
Uttar Pradesh,1957,1957.06,1962.06,RUDAULI,GEN,INC,LATIFUR RAHMAN,0.4284614068115694,-0.028552684123452576,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,AMSIN,GEN,INC,MADAN GOPAL,0.3991939966648138,0.23968871595330743,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,AMSIN,GEN,CPI,HAR GOVIND SRIVASTAVA,0.15950528071150638,-0.23968871595330743,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,FAIZABAD,GEN,INC,MADAN MOHAN,0.5293642676427841,0.3311621898045971,1,1,1,1
Uttar Pradesh,1957,1957.06,1962.06,FAIZABAD,GEN,BJS,BHAGWATI SINGH,0.198202077838187,-0.3311621898045971,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,TANDA,SC,INC,JAI RAM VARMA,0.26346363225960645,0.062332368483947215,1,1,1,1
Uttar Pradesh,1957,1957.06,1962.06,TANDA,SC,INC,SUKH RAM SC,0.20113126377565924,-0.062332368483947215,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,SURHURPUR,GEN,IND,RAM NARAIN TRIPATHI,0.33795006771778296,0.06329696164362558,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,SURHURPUR,GEN,INC,MUKHTAR AHMED KIDWAI,0.2746531060741574,-0.06329696164362558,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,AKBARPUR,SC,IND,DEVI PRASAD,0.11693779278075596,-0.07184342126072278,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,KADIPUR,SC,INC,KASHI PRASAD,0.2322408309551949,0.005697923572876712,1,1,0,1
Uttar Pradesh,1957,1957.06,1962.06,KADIPUR,SC,INC,SHANKER SC,0.2265429073823182,-0.005697923572876712,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,BARAUNSA,GEN,INC,M ABDUL SAMI,0.46534132318406346,0.24734796339784595,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,BARAUNSA,GEN,IND,RAM CHANDRA SHUKUL,0.2179933597862175,-0.24734796339784595,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,ISSAULI,GEN,BJS,GAYA BUX,0.42758013384994714,0.013913349771046135,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,ISSAULI,GEN,INC,RAM BALI,0.413666784078901,-0.013913349771046135,0,1,1,1
Uttar Pradesh,1957,1957.06,1962.06,SULTANPUR,GEN,INC,KUER KRISHNA,0.43612082149879833,0.09542276600393268,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,SULTANPUR,GEN,PSP,MAQBOOL KHAN,0.34069805549486565,-0.09542276600393268,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,AMETHI,GEN,INC,RAMA KANT SINGH,0.5466963048870849,0.28385039141780233,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,AMETHI,GEN,IND,BIJAI PAL,0.26284591346928254,-0.28385039141780233,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,LAMBHUA,GEN,INC,PRABHAWATI DEVI,0.5652153291595523,0.13043065831910455,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,LAMBHUA,GEN,IND,SAVITRI DEVI,0.43478467084044775,-0.13043065831910455,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PATTI,SC,INC,RAM KINKAR SC,0.26385177660490694,0.029536470640196127,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,PATTI,SC,INC,HARKESH BAHADUR,0.2343153059647108,-0.029536470640196127,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,KONHDAUR,GEN,INC,RUKNUDDIN KHAN,0.5393174105977552,0.18053380318454715,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,KONHDAUR,GEN,IND,BASDEO SINGH,0.358783607413208,-0.18053380318454715,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PRATAPGARH SOUTH,GEN,INC,BHAGWATI PRASAD,0.5494712314034773,0.23071637688952618,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,PRATAPGARH SOUTH,GEN,BJS,BABU LAL,0.31875485451395114,-0.23071637688952618,0,0,1,1
Uttar Pradesh,1957,1957.06,1962.06,PRATAPGARH NORTH,GEN,INC,RAM ADHAR TIWARI,0.5103594080338266,0.10313872174337291,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PRATAPGARH NORTH,GEN,IND,BALENDRA BHUSAN PRATAP SINGH,0.4072206862904537,-0.10313872174337291,0,0,1,1
Uttar Pradesh,1957,1957.06,1962.06,ATHEHA,GEN,INC,AMOLA DEVI,0.43916036002366937,0.025475723317449905,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,ATHEHA,GEN,IND,KUNWAR TEJ BHAN SINGH,0.41368463670621947,-0.025475723317449905,0,0,1,1
Uttar Pradesh,1957,1957.06,1962.06,KUNDA,SC,IND,NAND RAM,0.2777148510308835,0.048554755828291246,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,KUNDA,SC,INC,RAM NARESH,0.22916009520259226,-0.048554755828291246,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,BACHHRAWAN,SC,INC,RAMESHWAR PRASAD SC,0.21120508246988798,0.013197186203579375,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,BACHHRAWAN,SC,INC,CHANDRIKA PRASAD,0.1980078962663086,-0.013197186203579375,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,ROKHA,GEN,INC,WASI NAQVI,0.4058806319485079,0.0036863662960795462,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,ROKHA,GEN,BJS,GOPI CHANDRA,0.40219426565242833,-0.0036863662960795462,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,RAE BARELI NORTH,GEN,BJS,JAMUNA PRASAD,0.32371827540515746,0.03129140760371013,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,RAE BARELI NORTH,GEN,INC,RAM SHANKAR,0.29242686780144733,-0.03129140760371013,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,SALON,SC,INC,SUNITA CHAUHAN,0.22619266223511697,0.008777406441661473,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,SALON,SC,INC,RAM PRASAD SC,0.2174152557934555,-0.008777406441661473,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,DALMAU,GEN,IND,SHEO SHANKAR SINGH,0.37400032081395085,0.04418066408487825,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,DALMAU,GEN,IND,SHAMBHU,0.3298196567290726,-0.04418066408487825,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,SARENI,GEN,INC,GUPTAR SINGH,0.3929349620336745,0.17539341917024323,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,SARENI,GEN,BJS,NARENDRA BAHADUR SINGH,0.21754154286343128,-0.17539341917024323,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PURWA,GEN,IND,PARMESHWAR DIN VARMA,0.3581369248035915,0.06439393939393939,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PURWA,GEN,INC,RAMADHIN SINGH,0.2937429854096521,-0.06439393939393939,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,BHAGWANT NAGAR,GEN,PSP,BHAGWATI SINGH VISHARAD,0.373471238450038,0.018185828778706392,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,BHAGWANT NAGAR,GEN,INC,DEO DATTA,0.3552854096713316,-0.018185828778706392,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,UNNAO,GEN,PSP,CH KHAZAN SINGH,0.5223954402311116,0.04479088046222318,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,UNNAO,GEN,INC,LILADHAR,0.47760455976888844,-0.04479088046222318,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,SAFIPUR,SC,IND,SHEO GOPAL,0.23692181161082157,0.030509841756886064,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,SAFIPUR,SC,CPI,MULLA SC,0.2064119698539355,-0.030509841756886064,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,HASANGANJ,SC,CPI,SAJIWAN LAL,0.24094674556213017,0.010944378698224844,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,HASANGANJ,SC,CPI,BHIKHA LAL SC,0.23000236686390532,-0.010944378698224844,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,MOHANLALGANJ,SC,PSP,RAM SARAN YADAV,0.21519665241583386,0.03082536829779703,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,MOHANLALGANJ,SC,PSP,KHAYALI RAM SC,0.18437128411803683,-0.03082536829779703,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,MALIHABAD,GEN,INC,RAM PAL TRIVEDI,0.3053139390395439,0.015252296372097573,1,1,1,1
Uttar Pradesh,1957,1957.06,1962.06,MALIHABAD,GEN,CPI,AHMAD WALI KHAN,0.29006164266744633,-0.015252296372097573,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,LUCKNOW CITY EAST,GEN,PSP,TRILOKI SINGH,0.6320632271821258,0.26412645436425164,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,LUCKNOW CITY EAST,GEN,INC,CHANDRA BHANU GUPTA,0.3679367728178742,-0.26412645436425164,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,LUCKNOW CITY CENTRAL,GEN,INC,MAHABIR PRASAD SRIVASTAVA,0.493087917523626,0.22199369972143396,1,1,1,1
Uttar Pradesh,1957,1957.06,1962.06,LUCKNOW CITY CENTRAL,GEN,BJS,KRISHNA GOPAL KALANTRI,0.27109421780219206,-0.22199369972143396,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,LUCKNOW CITY WEST,GEN,INC,SYED ALI ZAHEER,0.5181402711466285,0.23422779380601016,1,1,1,1
Uttar Pradesh,1957,1957.06,1962.06,LUCKNOW CITY WEST,GEN,BJS,RAJ KUMAR,0.28391247734061836,-0.23422779380601016,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,LUCKNOW CANTT,SC,INC,BASANT LAL SC,0.19593478193097857,6.234997038376267e-05,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,LUCKNOW CANTT,SC,INC,SHYAM MANOHAR MISRA,0.1958724319605948,-6.234997038376267e-05,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,SHAHABAD,SC,INC,VIDYAVATI BAJPAI,0.13748408177770757,0.008186984405900682,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,HARDOI,SC,INC,BULAQI RAM SC,0.2656331975916256,0.00391610662802605,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,HARDOI,SC,INC,MAHESH SINGH,0.2617170909635996,-0.00391610662802605,0,1,1,1
Uttar Pradesh,1957,1957.06,1962.06,GONDWA,GEN,BJS,RAJENDRA SINGH,0.4293491879086084,0.03578669217977626,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,GONDWA,GEN,INC,LAXMI DEVI,0.3935624957288321,-0.03578669217977626,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,SANDILA,SC,PSP,MOHAN LAL VARMA,0.28014269406392694,0.05152397260273972,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,SANDILA,SC,PSP,SHAMBHU DAYAL SC,0.22861872146118722,-0.05152397260273972,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,BILGRAM,GEN,INC,CHANDRA HAS MISRA,0.4812465247940151,0.19809937825405655,1,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,BILGRAM,GEN,BJS,TRIYUGI NATH,0.28314714653995854,-0.19809937825405655,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PALI,GEN,INC,HARI HAR BAKSH SINGH,0.5036236309596515,0.007247261919302916,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,PALI,GEN,BJS,SHARDA BAKSH SINGH,0.49637636904034854,-0.007247261919302916,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,MISRIKH,SC,IND,AVEDHESH KUMAR,0.23733821247027667,0.04415429084022726,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,MISRIKH,SC,INC,GANGA DHAR SHARMA,0.1931839216300494,-0.04415429084022726,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,SITAPUR,GEN,INC,HARISH CHANDRA,0.43560986253545714,0.05121099716343008,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,SITAPUR,GEN,BJS,SHARDA NAND,0.38439886537202705,-0.05121099716343008,0,0,1,1
Uttar Pradesh,1957,1957.06,1962.06,KHAIRABAD,GEN,BJS,TAMBRESHWARI PRASAD ALIAS BACHCHA SAHEB,0.30248196601051475,0.00479276195133882,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,KHAIRABAD,GEN,INC,KRISHNA CHANDRA GUPTA SC,0.2976892040591759,-0.00479276195133882,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,BISWAN,SC,INC,SURESH PRAKASH SINGH,0.236151856294348,0.007074006098530261,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,BISWAN,SC,INC,GANESHI LAL SC,0.22907785019581775,-0.007074006098530261,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,LAHARPUR,GEN,IND,PRATAP BHAN PRAKASH SINGH,0.6250982299891479,0.3663697938105751,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,LAHARPUR,GEN,INC,BASHIR AHMED,0.2587284361785728,-0.3663697938105751,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,DHAUREHRA,GEN,PSP,JAGANNATH PRASAD,0.4695851274690725,0.1322192604743353,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,DHAUREHRA,GEN,INC,RAM BHAJAN,0.3373658669947372,-0.1322192604743353,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,NIGHASAN,GEN,PSP,SURATH BAHADUR SHAH,0.48438528268022735,0.15940771761890515,1,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,NIGHASAN,GEN,INC,KARAN SINGH,0.3249775650613222,-0.15940771761890515,0,0,0,1
Uttar Pradesh,1957,1957.06,1962.06,SRI NAGAR,SC,PSP,BANSHI DHAN,0.2257810218978102,0.019746958637469586,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,SRI NAGAR,SC,PSP,CHHEDI LAL SC,0.20603406326034063,-0.019746958637469586,0,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,KHERI,GEN,PSP,SHEO PRASAD NAGAR,0.428166065180859,0.08507121408303259,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,KHERI,GEN,INC,GODAWARI,0.3430948510978264,-0.08507121408303259,0,1,0,0
Uttar Pradesh,1957,1957.06,1962.06,MOHAMDI,SC,BJS,JAGDISH NARAIN DATTA SINGH,0.24486825933557946,0.005484863123008915,1,0,0,0
Uttar Pradesh,1957,1957.06,1962.06,MOHAMDI,SC,BJS,MANNA LAL SC,0.23938339621257054,-0.005484863123008915,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,UTTAR KASHI,GEN,INC,KRISHNA SINGH,0.7186386315039202,0.5757751247327156,1,1,1,1
Uttar Pradesh,1962,1962.06,1967.06,UTTAR KASHI,GEN,IND,KAMLA RAM,0.14286350677120457,-0.5757751247327156,0,0,0,1
Uttar Pradesh,1962,1962.06,1967.06,TEHRI,GEN,INC,TREPAN SINGH,0.6589791617888082,0.49168812924373684,1,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,TEHRI,GEN,CPI,VIDYA SAGAR,0.1672910325450714,-0.49168812924373684,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,DEVPRAYAG,GEN,INC,VINAYA LAXMI,0.5247787141569937,0.20814119891874705,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,DEVPRAYAG,GEN,IND,GYAN SINGH,0.3166375152382467,-0.20814119891874705,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,LANSDOWNE,GEN,IND,MUKANDI LAL,0.598649556333298,0.19729911266659594,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,LANSDOWNE,GEN,INC,RAM PRASAD,0.40135044366670203,-0.19729911266659594,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,PAURI,GEN,INC,CHANDRA SINGH,0.6673332307850074,0.5145874993590729,1,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,PAURI,GEN,IND,KUNWAR SINGH,0.15274573142593448,-0.5145874993590729,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,PITHORAGARH,GEN,INC,NARENDRA SINGH,0.4684918449481042,0.11983689896208427,1,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,PITHORAGARH,GEN,PSP,LILA RAM,0.3486549459860199,-0.11983689896208427,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,ALMORA,GEN,INC,GANGA SINGH,0.5749819754866619,0.19630333617355966,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,ALMORA,GEN,JS,GOVIND SINGH,0.3786786393131022,-0.19630333617355966,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,NAINI TAL,GEN,INC,DEVENDRA SINGH,0.5472289421596657,0.16062788651858362,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,NAINI TAL,GEN,PSP,NARAIN DATT,0.38660105564108205,-0.16062788651858362,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,KASHIPUR,GEN,INC,DEBI DATT,0.4109332156702071,0.07379684200573611,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,KASHIPUR,GEN,PSP,RAM DATT,0.33713637366447097,-0.07379684200573611,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,AFZALGARH,GEN,JS,BASANT SINGH,0.34251609128145116,0.015096547688706885,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,AFZALGARH,GEN,INC,SADRUDDIN,0.3274195435927443,-0.015096547688706885,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,NAZIBABAD,GEN,JS,SHRI RAM,0.47011921937884427,0.046871440504214434,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,NAZIBABAD,GEN,INC,ATIQUL REHMAN,0.42324777887462983,-0.046871440504214434,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,BIJNOR,GEN,INC,SATYA VIR,0.4954429036202958,0.29343085904150995,1,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,BIJNOR,GEN,SWA,NEPAL SINGH,0.20201204457878585,-0.29343085904150995,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,CHANDPUR,GEN,IND,NARDEO SINGH,0.2400450788880541,0.022915101427498114,1,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,CHANDPUR,GEN,CPI,CHANDAN SINGH,0.21712997746055598,-0.022915101427498114,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,NAGINA,GEN,INC,GOVIND SAHAY,0.44320297951582865,0.21071168326451298,1,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,NAGINA,GEN,JS,NAUBAHAR SINGH,0.23249129625131568,-0.21071168326451298,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,DHAMPUR,GEN,INC,KHUB SINGH,0.36567077198026343,0.14751932864524653,1,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,DHAMPUR,GEN,SOC,AMIRI SINGH,0.2181514433350169,-0.14751932864524653,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,KANTH,GEN,INC,DAUDAYAL KHANNA,0.36164268752619083,0.183871117940122,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,KANTH,GEN,IND,KHYALI RAM,0.17777156958606882,-0.183871117940122,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,AMROHA,GEN,CPI,SHARAFAT HUSAIN RIZVI,0.2870317490534509,0.06711508767476784,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,AMROHA,GEN,JS,SHAHZADE LAL,0.21991666137868307,-0.06711508767476784,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,SAMBHAL,GEN,REP,MAHMOOD HASAN KHAN,0.4262703322331364,0.09356285945807064,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,SAMBHAL,GEN,JS,MAHESH CHANDRA,0.33270747277506574,-0.09356285945807064,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,BAHJOI,GEN,PSP,BISHAN LAL,0.3914892485979321,0.1643675411317545,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,BAHJOI,GEN,INC,JAGDISH SARAN,0.2271217074661776,-0.1643675411317545,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,CHANDAUSI,GEN,IND,NARENDRA SINGH,0.3477755352755353,0.15121533871533874,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,CHANDAUSI,GEN,SOC,DAVENDRA KUMAR,0.19656019656019655,-0.15121533871533874,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,MORADABAD CITY,GEN,REP,HALIMUDDIN,0.38618541006532014,0.07032978704572412,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,MORADABAD CITY,GEN,JS,BRAHMA SWARUP,0.315855623019596,-0.07032978704572412,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,MORADABAD RURAL,GEN,PSP,RIASAT HUSAIN,0.31108493344327953,0.07560372246436564,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,MORADABAD RURAL,GEN,INC,SHIV SHANKAR TRIVEDI,0.2354812109789139,-0.07560372246436564,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,THAKURDWARA,GEN,INC,RAM PAL SINGH,0.3358790493402515,0.03768048349171188,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,THAKURDWARA,GEN,SWA,AHMADULLAH,0.2981985658485396,-0.03768048349171188,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,SUAR TANDA,GEN,INC,MAHMOOD ALI KHAN,0.2937479612917256,0.02024573230401222,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,SUAR TANDA,GEN,IND,MAQSOOD HUSAIN,0.27350222898771337,-0.02024573230401222,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,SHAHABAD,SC,INC,BALDEO SINGH ARYA,0.18697357503834258,-0.11040152867523198,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,BISAULI,GEN,INC,SHIVE RAJ SINGH,0.3100962892054733,0.012388084914691122,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,BISAULI,GEN,PSP,SHIAM SINGH,0.29770820429078215,-0.012388084914691122,0,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,GUNNAUR,GEN,PSP,JUGAL KISHORE,0.31059939767063777,0.0155379654060393,1,0,0,0
Uttar Pradesh,1962,1962.06,1967.06,GUNNAUR,GEN,INC,KARAN SINGH S O TIRBENI SINGH,0.29506143226459847,-0.0155379654060393,0,1,0,0
Uttar Pradesh,1962,1962.06,1967.06,SAHASWAN,GEN,JS,ULFAT SINGH,0.3037563238879132,0.03606909748617265,1,0,0,0
